Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
2015-07-17,Bombali,Sandfa Taindren,Rogboreh,Makontha,,,,They Report Sick Case To The Nearest Health Centre,,
2015-07-14,Bombali,S/Tendaren,Masisan,Ropolon,1.0,Dignified And Allow To Pray The Death ,,No New Change,,
2015-07-15,Bombali,S/Tendaren,Mateboi,Mabereh,,,,Still Keeping The Community To Zero Cases,,
2015-07-16,Bombali,S/Tendaren,Mateboi,Rokgbona,,,,The Community Become Friendly To The Used Of The Burial Team,,
2015-07-17,Bombali,S/Tendaren,Marampa,Masorie,,,,No Change  ,,
2015-07-14,Bombali,Sanda Loko,Manathie,Mafombo,,,,Up To Now They Did Not Allow Strangers In Their Community And Their Environment Is Clean,"They Want To See That Government Construct For Them A Health Centre,They Need Food Supply,They Need Medicine Supply.If a Person Die Then We Will Call 117,But They Did Not Care For That Day Up To The Next Two Days What Are We Going To Do?",
2015-07-15,Bombali,Sanda Loko,Manathie,Makonba,,,,They Are Really Participating In The Hand Washing Process And Their Environment Is Clean,They Need Food Supply And Water Well.When Will Ebola Is Going To End ,
2015-07-16,Bombali,Sanda Loko,Manathie,Rogbaneh Loko,,,,Voluteers Are Sensitizing About Ebola In The Community And Keep Their Environment Clean,"They Need Free Education For Three Years,Medicine Supply And Community Water Well.If We Stop A Person Of Not Entering In Our Community Then He Deside To Use Violence What Are Going To Do?",
2015-07-17,Bombali,Sanda Loko,Manathie,Saihun,,,,No Traditional illing Practice,"They Need Agricultural Tools/Farm Materials,The Youth Need Job To Do And They Need Good Medicine.If Person Sick Wthin One Or Two Days Or Up To Four Days We Call 117,They Did Not Respond.What Are We Going To Do?",
2015-07-14,Bombali,Sanda Tain,Roses,Roses,1.0,The People Of This Community Are Satisfied The Way That They Buried,,Body Contact,,
2015-07-15,Bombali,Sanda Tain,Roses,Bathins,1.0,Satisfied   ,,Hand Washing,,
2015-07-16,Bombali,Sanda Tain,Roses,Patifu,1.0,Satisfied,,Body Contact,Praying To Kill Ebola In This Country,
2015-07-17,Bombali,Sanda Tain,Roses,Bathena,1.0,The Community Satisfied The Way The Burial Team Are Buried Happily,,Body Contact,,
2015-07-14,Bombali,Sella Limba,Kamakuwei,Kamafere,,,,Public Gathering Has Stoped Since Our Last Visit.,,
2015-07-15,Bombali,Sella Limba,Kamakuwei,Kadigidigie,1.0,All The Good Required Practices In The Dignified Burial Was Carried Out Says The Community,,The Of Stranger Has Been Stoped Since Which Is The Biggest Change,The Government Really Have To Put More Effort As To Better Address This Guinea-Sierra Leone Boarder Issue In Order To Reach Zero Ebola Case In The Country.,
2015-07-16,Bombali,Sella Limba,Kamakuwei,Kamakubuna,,,,Reguler Hand Washing Is The Biggest Change Since Our Last Visit,,
2015-07-17,Bombali,Sella Limba,Kamakuwei,Kamalainka,,,,Early Referral Cases,,
2015-07-14,Bombali,Sella Limba,Magbonkonie,Kamayaha,1.0,Because They Are Well Protected,,"No Washing Of The Dead,No Burying Of The Dead,No Touching Of The Sick e.t.c",,
2015-07-15,Bombali,Sella Limba,Magbonkonie,Kamakaio,1.0,Because These Diseases Cannot Being Seen With Our Naked Eye.,,"No Keeping Of The Sick,No Keeping Of Strangers,No Washing Of The Dead,No Football Play,And No Selling Of Meat e.t.c",,
2015-07-16,Bombali,Sella Limba,Magbonkonie,Kakamba,1.0,Because It Is So Dangerious To Human Being ,,"No Keeping Of Strangers,No Touching Of The Sick,Reguler Hand Washing,No Burying Of The Dead And No Selling Of Meat e.t.c",,
2015-07-17,Bombali,Sella Limba,Magbonkonie,Kamakonie,1.0,Because They Safe Guide Our Lives.,,"No Lodging Of Stranger,No Keeping Of Sick,No Washing Of The Dead,No Burying Of The Dead. E.t.c",,
2015-07-14,Bombali,Sella Limba,Samiya,Kamagbenkray,,,,They Are Still Going By The Rules Of The Action Plan Implemented,The Habit Of Washing Hands Have Turn Their Habit.,
2015-07-15,Bombali,Sella Limba,Samiya,Kamafa,,,,Going Strictly By The Bye-Laws,Does The Wash Hands Are Going To Be Abolish.,
2015-07-16,Bombali,Sella Limba,Samiya,Kadalie,1.0,To Accept The Laws And Implemented.,,They Are Working In Team To Carry The Action Plans.,Will Ebola End This Raining Season.,
2015-07-17,Bombali,Sella Limba,Samiya,Kamathomota,1.0,To Be Free From The Ebola Virus,,Obey Greatly The Words Of The Town Chief In Relation To Abide To The Bye-Laws,,
2015-07-14,Bombali,Sanda Loko,Robanka,Kaineya,,,,The Communirty Are Not Too Effective With Their Bye-Laws In The Community.,,
2015-07-15,Bombali,Sanda Loko,Robanka,Maluka,,,,There Are Few Of Their Bye-Laws Are Effective In The Community,,
2015-07-16,Bombali,Sanda Loko,Robanka,Robat,,,,there is Less Active In Some Of The Bye-Laws In The Community ,,
2015-07-17,Bombali,Sanda Loko,Robanka,Rogbumbu,,,,There Are Some Amount Of Lapses In The Bye-Laws In By The Community Member.,,
2015-07-27,Bombali,P/Masabong,Kathanka,Makoronbo,,,,"Since My Last My Last Visit,The Community People No Longer Do Secret Burial,But They Call The Burial Team To The Burial Team For Them","The Community Members Related To Ebola Is That,Let The Government Thinck About The Orphans .And When This Ebola Is Going To An End?",
2015-07-28,Bombali,P/Masabong,Kathanka,Kolifa,,,,"The Community People,No Longer Keep Sick People,But They Report Early For Treatment","The Community Members Related To Ebola Is That,They Need A Help From The Government To Support The Farming.",
2015-07-29,Bombali,P/Masabong,Kathanka,Mabai,,,,"The Community People,No Longer Wash Dead Body And They Isolate The Dead","The Community Members Related To Ebola Is That,The Government Need To Put More Pressure To The Burial Teams For Them To React On Any Alert Call They Will Received",
2015-07-30,Bombali,P/Masabong,Kathanka,Maforay,,,,"The Community People,No Longer Touch Dead Body But They Report","The Community Members Related To Ebola Is That,Let The Train Community Members For Them To Do The Burial For Themselves Within Their Various Communities.",
2015-07-20,Bombali,Safroko Limba,Kagbo2,Karbokona,,,,Reguler Hand Washing,Not Applicable,
2015-07-21,Bombali,Safroko Limba,Kagbo2,Kabonka,,,,Reguler Hand Washing,Not Applicable,
2015-07-22,Bombali,Safroko Limba,Kagbo2,Masere,,,,Reguler Hand Washing,Not Applicable,
2015-07-23,Bombali,Safroko Limba,Kagbo2,Mafoita,,,,Reguler Hand Washing,Not Applicable,
2015-07-20,Bombali,P/Masabong,Masabongpill,Masabongpill,1.0,"The Community People Did Not Satisfied With The Burial Team,Because There Is No Death Case In The Community",,During My Last Visit The Community People Always Wash Their Hands.,"The Community People Did Not Ask Question Concerning Ebola.Because Most Of Them Believe That Ebola Is Real,And It Can Kill.",
2015-07-21,Bombali,P/Masabong,Masabongpill,Magendeh,1.0,"The Community People Did Not Satisfied With The Burial Team,Because There Is No Death Case In The Community",,During My Lat Visit The Community People Do Not Wash Dead Body.,"The Community People Did Not Ask Question Concerning Ebola.Because Most Of Them Believe That Ebola Is Real,And It Can Kill.",
2015-07-22,Bombali,P/Masabong,Masabongpill,Madina,1.0,"The Community People Did Not Satisfied With The Burial Team,Because There Is No Death Case In The Community",,Since My Last Visit In The Community People Did Not Do Any Secret Burial.,"The Community People Did Not Ask Question Concerning Ebola.Because Most Of Them Believe That Ebola Is Real,And It Can Kill.",
2015-07-23,Bombali,P/Masabong,Masabongpill,Mayendeh2,1.0,"The Community People Did Not Satisfied With The Burial Team,Because There Is No Death Case In The Community",,Since My Last Visit In The Community People Are Calling Always For Safe And Dignified Burials.,"The Community People Did Not Ask Question Concerning Ebola.Because Most Of Them Believe That Ebola Is Real,And It Can Kill.",
2015-07-20,Bombali,P/Masabong,Kathakary,Kathakayan,1.0,Because We Did Not Witness Any Burial,,They Complied To The Instruction Giving By The Section Chief And Also The Community Is Cleaning.,,
2015-07-21,Bombali,P/Masabong,Kathakary,Kayase,1.0,Because We Did Not Witness Any Burial,,The community People Respect The Bye-Laws Of The Section And The Law Of The Chief And The Community Is Clean an Well Organise,,
2015-07-20,Bombali,Safroko Limba,Massapi,Massapi,,,,Since My Last Visit The Community Have No Death,"They Need A Help From The Government Like Food,And Also The Community Need,A Safe Drinking Water.",
2015-07-21,Bombali,Safroko Limba,Massapi,Kathekeya,,,,Since My Last Visit The Community Obey To Their Bye-Law,"They Need A Help From The Government Like Food,And Also The Community Need,A Safe Drinking Water.",
2015-07-22,Bombali,Safroko Limba,Massapi,Maposa,,,,"Since My Last Visit,No One Will Visit Any Burial House","They Need A Help From The Government Like Food,And Also The Community Need,A Safe Drinking Water.",
2015-07-23,Bombali,Safroko Limba,Massapi,Kadagbana,,,,Their Biggest Change Is More Of Awareness,"They Need A Help From The Government Like Food,And Also The Community Need,A Safe Drinking Water.",
2015-07-20,Bombali,Safroko Limba,Binkolo,Mabata,,,,People Are Aware About Ebola,"The Children In The Community Are Lack Of Education,Because Of No School,No Health Facilities And No Good Road,Please Government Need To Help Them.",
2015-07-21,Bombali,Safroko Limba,Binkolo,Magbalia,,,,The People Are Still Mounting Check Point,"The Children In The Community Are Lack Of Education,Because Of No School,No Health Facilities And No Good Road,Please Government Need To Help Them.",
2015-07-22,Bombali,Safroko Limba,Binkolo,Katherie,,,,The Youth Of The Community Are Still Checking House To House For Sick People,"The Children In The Community Are Lack Of Education,Because Of No School,No Health Facilities And No Good Road,Please Government Need To Help Them.",
2015-07-23,Bombali,Safroko Limba,Binkolo,Matekerey,,,,The Obey The Rules,"The Children In The Community Are Lack Of Education,Because Of No School,No Health Facilities And No Good Road,Please Government Need To Help Them.",
2015-07-20,Bombali,Gbendenbu,Kalangba,Punduliu,,,,They Have Adapt To The System Of No Body Contact Since The Virus Has Not Yet End In Our Country.,"When Ebola Will Come To An End,Because The Government Was Saying By March We Shall Be Ebola Free And For Us As A Community We Are Doing Our Best But Yet Still Cases Are Still Coming Up The Big Question Now,WHY?And Still Raising Concern That We Should Continue The Good Work We Started And That Is By Sensitization.",
2015-07-21,Bombali,Gbendenbu,Kalangba,Magbana,,,,They End The Visiting Of Funeral Homes And Attending Meeting That Is Not Satisfied With Their Knowledge.,"When Ebola Will Come To An End,Because The Government Was Saying By March We Shall Be Ebola Free And For Us As A Community We Are Doing Our Best But Yet Still Cases Are Still Coming Up The Big Question Now,WHY?And Still Raising Concern That We Should Continue The Good Work We Started And That Is By Sensitization.",
2015-07-22,Bombali,Gbendenbu,Kalangba,Makatay,,,,They Have Adapt To The System Of No Public Gathering And Environment Sanitation.,"When Ebola Will Come To An End,Because The Government Was Saying By March We Shall Be Ebola Free And For Us As A Community We Are Doing Our Best But Yet Still Cases Are Still Coming Up The Big Question Now,WHY?And Still Raising Concern That We Should Continue The Good Work We Started And That Is By Sensitization.",
2015-07-23,Bombali,Gbendenbu,Kalangba,Matago,,,,They Has Desided To Co-operate With System Of Avoid Visiting Funeral Homes And Report Sick People Immediately To Health Facility.,"When Ebola Will Come To An End,Because The Government Was Saying By March We Shall Be Ebola Free And For Us As A Community We Are Doing Our Best But Yet Still Cases Are Still Coming Up The Big Question Now,WHY?And Still Raising Concern That We Should Continue The Good Work We Started And That Is By Sensitization.",
2015-07-20,Bombali,Paki Massabong,Rosanda,Royeben,,,,The Community People Were Really Follow  The Rules And Regulation Of The Ebola Virus,"Since Ebola Come In This Country,Ebola Never Come In Our Community.Because,We Take The Rules Of Ebola Virus.But Why Are We Not Getting Supply From Government?",
2015-07-21,Bombali,Paki Massabong,Rosanda,Gbom Serrey,,,,The Community People Are Really Obeying The Laws And Don't Of The Ebola Virus,"The Community Says,Why Ebola Is Still Operating In The Country?",
2015-07-22,Bombali,Paki Massabong,Rosanda,Mabgrik,,,,The Community People Are Really Follow The Rules And Regulation Of The Ebola Virus.,"They Says That,Who Ebola Virus Will Get Finished In This Land?",
2015-07-23,Bombali,Paki Massabong,Rosanda,Maforay,,,,The Community People Are Complying With The C U G and The Medical Practition Advice About The Ebola.,Commmunity Says That Ebola Is Not Yet Finished In This Country?,
2015-07-20,Bombali,Pakimasabon,Bumban,Bumban,,,,The Community Member Are Practicing Personal Hygein,,
2015-07-21,Bombali,Pakimasabon,Bumban,Bakar,,,,Calling Of 117 In Case Of Any Death Occure In The Community,,
2015-07-22,Bombali,Pakimasabon,Bumban,Mansonbo,,,,Reguler Sensetization,,
2015-07-23,Bombali,Pakimasabon,Bumban,Makump,,,,Calling Of 117 Is The Biggest Change,,
2015-07-20,Bombali,Safroko Limba,Kayassie,Makoyain,1.0,Because They Happy The Way They Conducted The Burial Was Safe,,The Biggest Change Is That They Do Not Attend Burial,"The Community Are In Need Of Food,And Some Of The Road Need Bridge Due To The Raining Season,No Way To Cross To Do Their Work,They Really Want The Government To Put Help On Them.",
2015-07-21,Bombali,Safroko Limba,Kayassie,Small Bumbuna,1.0,The Burial Was Safe In The Community Because They Allowed The Community To Pray For The Dead,,Their Biggest Change Is No Touching Of The Dead,"The Community Are In Need Of Food,And Some Of The Road Need Bridge Due To The Raining Season,No Way To Cross To Do Their Work,They Really Want The Government To Put Help On Them.",
2015-07-22,Bombali,Safroko Limba,Kayassie,Tonkoba,,,,"There Biggest Change Since Our Last Visit Is No Sick,No Death In The Community","The Community Are In Need Of Food,And Some Of The Road Need Bridge Due To The Raining Season,No Way To Cross To Do Their Work,They Really Want The Government To Put Help On Them.",
2015-07-23,Bombali,Safroko Limba,Kayassie,Kamonkah,,,,Their Biggest Change Is More Of Awareness In The Community,"The Community Are In Need Of Food,And Some Of The Road Need Bridge Due To The Raining Season,No Way To Cross To Do Their Work,They Really Want The Government To Put Help On Them.",
2015-07-20,Bombali,Pakimasabon,Mapaki,Mapaki1,,,,Washing Of Hands And Community Burial Is Their Biggest Change,,
2015-07-21,Bombali,Pakimasabon,Mapaki,Mapaki2,,,,The Biggest Change Was No Community Burial Was Conducted By The People In The Community,,
2015-07-22,Bombali,Pakimasabon,Mapaki,Manso ,,,,One Of Their Biggest Change Was No Keeping Of Sick Person In The Community.,,
2015-07-23,Bombali,Pakimasabon,Mapaki,Makabria,,,,,,
2015-07-20,Bombali,Pakimasabon,Moyoloh,Rogberey,,,,The Biggest Change That Take Place Is  By Reporting All Dead Case,,
2015-07-21,Bombali,Pakimasabon,Moyoloh,Maketh,,,,Not Applicable,,
2015-07-22,Bombali,Pakimasabon,Moyoloh,Masabana,,,,Not Applicable,,
2015-07-23,Bombali,Pakimasabon,Moyoloh,Moria,,,,The Biggest Change That Take Place Is By Not Keeping Sick Person At Home.,,
2015-07-20,Bombali,Safroko Limba,Kabonka,Katambaga,1.0,"Yes,Because Of The Ebola",,Nil,We Are In Need Of The Free Health Care For Our Wives And Children,
2015-07-21,Bombali,Safroko Limba,Kabonka,Bumba ,1.0,"Yes,It Protect Us From The Virus",,Nil,"Serious Hungry In Our Community,So We Need Food.",
2015-07-22,Bombali,Safroko Limba,Kabonka,Maforay,1.0,"Yes,Nil",,Nil,How Low With This Disease Take In Our Country,
2015-07-23,Bombali,Safroko Limba,Kabonka,Marom,1.0,"Yes,Saving Our Lives",,Nil,We Need Food To Sustain Us In This Remote Area,
